race_id,series,driver_key,driver_quality
F1_2020_1047_abu_dhabi_grand_prix,F1,8,0.3659695602827174
F1_2020_1047_abu_dhabi_grand_prix,F1,815,-0.34069338438221575
F1_2020_1047_abu_dhabi_grand_prix,F1,817,0.08247566531208973
F1_2020_1047_abu_dhabi_grand_prix,F1,822,0.19376650696241302
F1_2020_1047_abu_dhabi_grand_prix,F1,825,0.43248135177993335
F1_2020_1047_abu_dhabi_grand_prix,F1,826,0.13534363867730492
F1_2020_1047_abu_dhabi_grand_prix,F1,830,-0.9862360768055481
F1_2020_1047_abu_dhabi_grand_prix,F1,832,-0.3000022151922809
F1_2020_1047_abu_dhabi_grand_prix,F1,839,0.22537091184622793
F1_2020_1047_abu_dhabi_grand_prix,F1,840,0.2599639904432007
F1_2020_1047_abu_dhabi_grand_prix,F1,841,0.32334015230582885
F1_2020_1047_abu_dhabi_grand_prix,F1,842,0.163068186858569
F1_2020_1047_abu_dhabi_grand_prix,F1,844,-0.612312296067476
F1_2020_1047_abu_dhabi_grand_prix,F1,846,-0.47279483453759436
F1_2020_1047_abu_dhabi_grand_prix,F1,847,-0.2617864426488859
F1_2020_1047_abu_dhabi_grand_prix,F1,848,0.19312458731409257
F1_2020_1047_abu_dhabi_grand_prix,F1,849,0.7002488081382927
F1_2020_1047_abu_dhabi_grand_prix,F1,850,1.2530106648076056
F1_2021_1051_qatar_grand_prix,F1,1,-0.6603180917728305
F1_2021_1051_qatar_grand_prix,F1,20,0.12442514760706187
F1_2021_1051_qatar_grand_prix,F1,4,0.08967011933651915
F1_2021_1051_qatar_grand_prix,F1,8,0.37440489564433266
F1_2021_1051_qatar_grand_prix,F1,815,-0.33431513423862097
F1_2021_1051_qatar_grand_prix,F1,817,0.07364364121733061
F1_2021_1051_qatar_grand_prix,F1,822,0.18468126294324172
F1_2021_1051_qatar_grand_prix,F1,830,-0.9868230681292713
F1_2021_1051_qatar_grand_prix,F1,832,-0.30201593137618143
F1_2021_1051_qatar_grand_prix,F1,839,0.22624763085108882
F1_2021_1051_qatar_grand_prix,F1,840,0.26019351927135237
F1_2021_1051_qatar_grand_prix,F1,841,0.33019456594483887
F1_2021_1051_qatar_grand_prix,F1,842,0.16500405564324913
F1_2021_1051_qatar_grand_prix,F1,844,-0.6103453477555854
F1_2021_1051_qatar_grand_prix,F1,846,-0.47321779930093616
F1_2021_1051_qatar_grand_prix,F1,847,-0.2608796837270949
F1_2021_1051_qatar_grand_prix,F1,849,0.6994705650591025
F1_2021_1051_qatar_grand_prix,F1,852,0.2952559112852132
F1_2021_1051_qatar_grand_prix,F1,853,1.4313301690654079
F1_2021_1051_qatar_grand_prix,F1,854,0.662133225102873
F1_2021_1052_bahrain_grand_prix,F1,1,-0.6636542370737648
F1_2021_1052_bahrain_grand_prix,F1,20,0.11045473139806748
F1_2021_1052_bahrain_grand_prix,F1,4,0.0843860421984667
F1_2021_1052_bahrain_grand_prix,F1,8,0.3735562053062981
F1_2021_1052_bahrain_grand_prix,F1,815,-0.33490273153673106
F1_2021_1052_bahrain_grand_prix,F1,817,0.0793441067482471
F1_2021_1052_bahrain_grand_prix,F1,822,0.19009737497284873
F1_2021_1052_bahrain_grand_prix,F1,830,-0.9887895634588686
F1_2021_1052_bahrain_grand_prix,F1,832,-0.3007384184443554
F1_2021_1052_bahrain_grand_prix,F1,839,0.2229729837270186
F1_2021_1052_bahrain_grand_prix,F1,840,0.25973215277858935
F1_2021_1052_bahrain_grand_prix,F1,841,0.33415606749009025
F1_2021_1052_bahrain_grand_prix,F1,842,0.16438679479542448
F1_2021_1052_bahrain_grand_prix,F1,844,-0.6103943354594019
F1_2021_1052_bahrain_grand_prix,F1,846,-0.47270785452843994
F1_2021_1052_bahrain_grand_prix,F1,847,-0.2590769913772458
F1_2021_1052_bahrain_grand_prix,F1,849,0.6964692874305153
F1_2021_1052_bahrain_grand_prix,F1,852,0.29556972497984135
F1_2021_1052_bahrain_grand_prix,F1,854,0.6541816554370824
F1_2021_1053_emilia_romagna_grand_prix,F1,1,-0.6652354848453859
F1_2021_1053_emilia_romagna_grand_prix,F1,20,0.11708719106066474
F1_2021_1053_emilia_romagna_grand_prix,F1,4,0.08540119415517147
F1_2021_1053_emilia_romagna_grand_prix,F1,8,0.37140842223879167
F1_2021_1053_emilia_romagna_grand_prix,F1,815,-0.335590452762902
F1_2021_1053_emilia_romagna_grand_prix,F1,817,0.07823233639400422
F1_2021_1053_emilia_romagna_grand_prix,F1,822,0.1823136110153006
F1_2021_1053_emilia_romagna_grand_prix,F1,830,-0.9861680282743123
F1_2021_1053_emilia_romagna_grand_prix,F1,832,-0.2977097737742589
F1_2021_1053_emilia_romagna_grand_prix,F1,839,0.22477149284577594
F1_2021_1053_emilia_romagna_grand_prix,F1,840,0.2599659730596609
F1_2021_1053_emilia_romagna_grand_prix,F1,841,0.33266841173614004
F1_2021_1053_emilia_romagna_grand_prix,F1,842,0.163068186858569
F1_2021_1053_emilia_romagna_grand_prix,F1,844,-0.6054447178811793
F1_2021_1053_emilia_romagna_grand_prix,F1,846,-0.4704363578370995
F1_2021_1053_emilia_romagna_grand_prix,F1,847,-0.2568075768084
F1_2021_1053_emilia_romagna_grand_prix,F1,852,0.2955405734674816
F1_2021_1053_emilia_romagna_grand_prix,F1,853,1.4187631171116235
F1_2021_1053_emilia_romagna_grand_prix,F1,854,0.6656359910520296
F1_2021_1054_portuguese_grand_prix,F1,1,-0.6632641724740422
F1_2021_1054_portuguese_grand_prix,F1,20,0.12067598564281179
F1_2021_1054_portuguese_grand_prix,F1,4,0.08856618709371325
F1_2021_1054_portuguese_grand_prix,F1,8,0.3677896885962684
F1_2021_1054_portuguese_grand_prix,F1,815,-0.3342119069439508
F1_2021_1054_portuguese_grand_prix,F1,817,0.07759422910355371
F1_2021_1054_portuguese_grand_prix,F1,822,0.19148134568007633
F1_2021_1054_portuguese_grand_prix,F1,830,-0.98983769115491
F1_2021_1054_portuguese_grand_prix,F1,832,-0.3027419914956735
F1_2021_1054_portuguese_grand_prix,F1,839,0.2271633882710027
F1_2021_1054_portuguese_grand_prix,F1,840,0.25924763268449347
F1_2021_1054_portuguese_grand_prix,F1,841,0.33660372255660675
F1_2021_1054_portuguese_grand_prix,F1,842,0.16317258909850518
F1_2021_1054_portuguese_grand_prix,F1,844,-0.6092685961343806
F1_2021_1054_portuguese_grand_prix,F1,846,-0.4736392662381949
F1_2021_1054_portuguese_grand_prix,F1,847,-0.263584068952713
F1_2021_1054_portuguese_grand_prix,F1,849,0.6909309248615172
F1_2021_1054_portuguese_grand_prix,F1,852,0.29239502305825976
