race_id,series,year,race_file,driver_key,race_laps,race_relative_pace,race_relative_time
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,844,21,0.5984818459599461,0.31400000000000716
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,846,53,-0.49985091651340563,-0.3475000000000108
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,847,53,0.6886028541512743,0.61099999999999
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,848,53,0.5524352893074602,0.4300000000000068
F1_2020_1038_italian_grand_prix,F1,2020,1038_italian_grand_prix,849,51,0.6927407665521262,0.4680000000000035
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,1,56,-1.101422230772433,-1.0620000000000047
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,154,55,1.4437038289140542,1.445999999999998
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,20,58,0.6581045676705781,0.7909999999999968
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,8,54,0.5076043741287852,0.5302500000000023
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,815,59,-0.06453934260298959,-0.08749999999999147
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,817,58,-0.32418738678725745,-0.47049999999999415
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,822,54,-0.9777736983594678,-1.0975000000000037
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,825,5,0.15584565534519593,0.07849999999999113
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,826,59,0.11485588461910809,0.09049999999999159
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,832,5,-0.5818941778769909,-0.458500000000015
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,839,7,0.03221278268550181,0.22100000000000364
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,840,42,-0.34495620108822556,-0.45975000000000676
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,841,5,-0.4834407370066446,-0.35650000000001114
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,844,57,0.0571513345637908,0.054000000000002046
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,846,59,0,0
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,847,59,0.6466736077590874,0.6929999999999978
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,848,58,-0.5616993312166458,-0.5649999999999906
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,849,6,-0.2063856894966982,-0.40100000000001046
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,1,52,-0.9542923010365474,-1.305500000000002
